iter	Logloss
524	0.007652707068
525	0.007622614405
526	0.007589697896
527	0.007568713821
528	0.007546455727
529	0.007511644757
530	0.007487783483
531	0.007455308141
532	0.007416022031
533	0.00739383601
534	0.00736607783
535	0.007340120233
536	0.007319115058
537	0.007293985775
538	0.007264015281
539	0.007238235243
540	0.007213403971
541	0.007196242279
542	0.007176407366
543	0.007150808337
544	0.007123046332
545	0.007106774962
546	0.007080452504
547	0.007047462092
548	0.007025779038
549	0.006998539236
550	0.006982721703
551	0.006968730551
552	0.006941013276
553	0.006922160313
554	0.006904196038
555	0.006892114401
556	0.006861652524
557	0.006844320713
558	0.00682333274
559	0.006801197002
560	0.006782732611
561	0.006768725822
562	0.006748199123
563	0.006722068673
564	0.00670477554
565	0.006675230083
566	0.006654613812
567	0.00663629796
568	0.006612856294
569	0.00658581779
570	0.006564514651
571	0.006534882785
572	0.006512010003
573	0.006493108586
574	0.006474314898
575	0.006457733611
576	0.006444199874
577	0.006423635373
578	0.006396708491
579	0.006381544073
580	0.006358705623
581	0.006343861291
582	0.006318497712
583	0.00629636624
584	0.006268718134
585	0.006242713628
586	0.006222503479
587	0.006205439888
588	0.006195607363
589	0.006177315551
590	0.006154136909
591	0.006133150072
592	0.006108283109
593	0.006089137763
594	0.006075482665
595	0.006058014364
596	0.006041321799
597	0.006021314671
598	0.006006214295
599	0.005982798798
